Product Name;Product ID;Category;Sub-Category;Sales
Bush Westfield Collection Bookcases, Medium Cherry Finish;FUR-BO-10004709;Furniture;Bookcases;86.97
"Howard Miller 13"" Diameter Goldtone Round Wall Clock";FUR-FU-10004091;Furniture;Furnishings;300.416
Global Deluxe Office Fabric Chairs;FUR-CH-10001891;Furniture;Chairs;230.352
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;FUR-FU-10002918;Furniture;Furnishings;218.352
Ibico Laser Imprintable Binding System Covers;OFF-BI-10004593;Office Supplies;Binders;78.6
Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;OFF-FA-10004854;Office Supplies;Fasteners;27.552
Xerox 223;OFF-PA-10002105;Office Supplies;Paper;32.4
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";OFF-ST-10002756;Office Supplies;Storage;1082.48
Xerox 1939;OFF-PA-10004243;Office Supplies;Paper;56.91
Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;FUR-FU-10001861;Furniture;Furnishings;77.6
Avery Premier Heavy-Duty Binder with Round Locking Rings;OFF-BI-10002706;Office Supplies;Binders;14.28
BPI Conference Tables;FUR-TA-10002533;Furniture;Tables;219.075
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;FUR-FU-10002671;Furniture;Furnishings;26.8
Newell 350;OFF-AR-10003651;Office Supplies;Art;9.84
GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack;OFF-BI-10001072;Office Supplies;Binders;45.48
Boston Heavy-Duty Trimline Electric Pencil Sharpeners;OFF-AR-10002135;Office Supplies;Art;289.2
Faber Castell Col-Erase Pencils;OFF-AR-10002804;Office Supplies;Art;4.89
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;FUR-FU-10001918;Furniture;Furnishings;15.136
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;FUR-CH-10004086;Furniture;Chairs;466.768
Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;FUR-FU-10001756;Furniture;Furnishings;15.232
Avery 509;OFF-LA-10000634;Office Supplies;Labels;6.264
Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;FUR-FU-10001588;Furniture;Furnishings;87.54
AT&T 1070 Corded Phone;TEC-PH-10002398;Technology;Phones;178.384
Xerox 21;OFF-PA-10001937;Office Supplies;Paper;15.552
Boston School Pro Electric Pencil Sharpener, 1670;OFF-AR-10003373;Office Supplies;Art;99.136
DMI Arturo Collection Mission-style Design Wood Chair;FUR-CH-10002602;Furniture;Chairs;135.882
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier;TEC-MA-10002927;Technology;Machines;3991.98
Panasonic Kx-TS550;TEC-PH-10004093;Technology;Phones;275.94
NETGEAR N750 Dual Band Wi-Fi Gigabit Router;TEC-AC-10000892;Technology;Accessories;360
Trav-L-File Heavy-Duty Shuttle II, Black;OFF-ST-10002974;Office Supplies;Storage;43.57
OIC Binder Clips;OFF-FA-10000624;Office Supplies;Fasteners;7.16
Ibico Laser Imprintable Binding System Covers;OFF-BI-10004593;Office Supplies;Binders;251.52
Logitech Wireless Headset h800;TEC-AC-10001908;Technology;Accessories;99.99
Telescoping Adjustable Floor Lamp;FUR-FU-10001967;Furniture;Furnishings;15.992
Aastra 57i VoIP phone;TEC-PH-10003645;Technology;Phones;290.898
File Shuttle II and Handi-File, Black;OFF-ST-10000675;Office Supplies;Storage;54.224
Hon 2090 â€œPillow Softâ€ Series Mid Back Swivel/Tilt Chairs;FUR-CH-10003312;Furniture;Chairs;786.744
Round Specialty Laser Printer Labels;OFF-LA-10001074;Office Supplies;Labels;100.24
GBC Premium Transparent Covers with Diagonal Lined Pattern;OFF-BI-10001524;Office Supplies;Binders;37.764
AT&T 841000 Phone;TEC-PH-10004614;Technology;Phones;82.8
Ibico Recycled Grain-Textured Covers;OFF-BI-10001153;Office Supplies;Binders;20.724
Wilson Jones Custom Binder Spines & Labels;OFF-BI-10001982;Office Supplies;Binders;4.896
Storex Dura Pro Binders;OFF-BI-10001922;Office Supplies;Binders;4.752
Hewlett Packard LaserJet 3310 Copier;TEC-CO-10001449;Technology;Copiers;959.984
Avery Non-Stick Binders;OFF-BI-10004140;Office Supplies;Binders;14.368
Tuff Stuff Recycled Round Ring Binders;OFF-BI-10003314;Office Supplies;Binders;7.712
Hon 5100 Series Wood Tables;FUR-TA-10004575;Furniture;Tables;698.352
"OIC Binder Clips, Mini, 1/4"" Capacity, Black";OFF-FA-10000490;Office Supplies;Fasteners;4.96
Newell 314;OFF-AR-10000122;Office Supplies;Art;17.856
Fellowes PB200 Plastic Comb Binding Machine;OFF-BI-10003656;Office Supplies;Binders;509.97
Staples;OFF-FA-10002780;Office Supplies;Fasteners;30.992
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";TEC-PH-10000702;Technology;Phones;71.928
Fellowes Super Stor/Drawer;OFF-ST-10000107;Office Supplies;Storage;88.8
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;TEC-PH-10002293;Technology;Phones;47.976
Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;OFF-AR-10004027;Office Supplies;Art;7.56
Easy-staple paper;OFF-PA-10000249;Office Supplies;Paper;24.56
BIC Brite Liner Highlighters, Chisel Tip;OFF-AR-10001374;Office Supplies;Art;12.96
Sabrent 4-Port USB 2.0 Hub;TEC-AC-10000290;Technology;Accessories;6.79
Xerox 1881;OFF-PA-10001970;Office Supplies;Paper;24.56
Acco Hanging Data Binders;OFF-BI-10002160;Office Supplies;Binders;3.048
Xerox 1881;OFF-PA-10001970;Office Supplies;Paper;49.12
GBC DocuBind P400 Electric Binding System;OFF-BI-10004995;Office Supplies;Binders;4.355.168
Sauder Barrister Bookcases;FUR-BO-10002268;Furniture;Bookcases;388.704
#10 Gummed Flap White Envelopes, 100/Box;OFF-EN-10001137;Office Supplies;Envelopes;8.26
Dixon Prang Watercolor Pencils, 10-Color Set with Brush;OFF-AR-10002399;Office Supplies;Art;17.04
Adams Phone Message Book, 200 Message Capacity, 8 1/16â€ x 11â€;OFF-PA-10002713;Office Supplies;Paper;34.4
Southworth 25% Cotton Linen-Finish Paper & Envelopes;OFF-PA-10002666;Office Supplies;Paper;36.24
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection;OFF-AP-10001124;Office Supplies;Appliances;647.84
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";OFF-LA-10001158;Office Supplies;Labels;20.7
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";OFF-LA-10001158;Office Supplies;Labels;20.7
Global Ergonomic Managers Chair;FUR-CH-10000785;Furniture;Chairs;488.646
Newell 333;OFF-AR-10003732;Office Supplies;Art;5.56
Eldon Wave Desk Accessories;FUR-FU-10000023;Furniture;Furnishings;47.12
Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;OFF-ST-10001713;Office Supplies;Storage;211.96
Wilson Jones â€œSnapâ€ Scratch Pad Binder Tool for Ring Binders;OFF-BI-10002412;Office Supplies;Binders;23.2
Staple remover;OFF-SU-10001225;Office Supplies;Supplies;7.36
Pizazz Global Quick File;OFF-ST-10002406;Office Supplies;Storage;104.79
Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;FUR-BO-10002545;Furniture;Bookcases;1043.92
Xerox 1930;OFF-PA-10002036;Office Supplies;Paper;25.92
File Shuttle I and Handi-File;OFF-ST-10002205;Office Supplies;Storage;53.424
Wilson Jones Custom Binder Spines & Labels;OFF-BI-10001982;Office Supplies;Binders;8.16
NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router;TEC-AC-10003911;Technology;Accessories;1.023.936
Newell 324;OFF-AR-10000658;Office Supplies;Art;9.24
Microsoft Natural Keyboard Elite;TEC-AC-10002076;Technology;Accessories;479.04
Xerox 1960;OFF-PA-10003039;Office Supplies;Paper;99.136
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";FUR-TA-10004915;Furniture;Tables;1.488.424
Holmes Odor Grabber;OFF-AP-10000696;Office Supplies;Appliances;8.652
Akro-Mils 12-Gallon Tote;OFF-ST-10003327;Office Supplies;Storage;23.832
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";OFF-BI-10000309;Office Supplies;Binders;12.176
Southworth Structures Collection;OFF-PA-10004734;Office Supplies;Paper;50.96
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";OFF-BI-10002225;Office Supplies;Binders;49.536
Sony 32GB Class 10 Micro SDHC R40 Memory Card;TEC-AC-10004708;Technology;Accessories;41.9
Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;FUR-TA-10000617;Furniture;Tables;3.754.575
Logitech Media Keyboard K200;TEC-AC-10002335;Technology;Accessories;83.976
Lexmark MarkNet N8150 Wireless Print Server;TEC-MA-10001681;Technology;Machines;482.34
3M Hangers With Command Adhesive;FUR-FU-10001935;Furniture;Furnishings;2.96
Crayola Colored Pencils;OFF-AR-10004757;Office Supplies;Art;2.624
Angle-D Binders with Locking Rings, Label Holders;OFF-BI-10000050;Office Supplies;Binders;23.36
LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;TEC-AC-10001998;Technology;Accessories;39.98
Nortel Meridian M3904 Professional Digital phone;TEC-PH-10003012;Technology;Phones;246.384
Canon PC1080F Personal Copier;TEC-CO-10002313;Technology;Copiers;1799.97
Wilson Jones Century Plastic Molded Ring Binders;OFF-BI-10003982;Office Supplies;Binders;12.462
Tuf-Vin Binders;OFF-BI-10004492;Office Supplies;Binders;75.792
2300 Heavy-Duty Transfer File Systems by Perma;OFF-ST-10000798;Office Supplies;Storage;49.96
Xerox 1958;OFF-PA-10002552;Office Supplies;Paper;12.96
"Acme 10"" Easy Grip Assistive Scissors";OFF-SU-10002573;Office Supplies;Supplies;70.12
Super Decoflex Portable Personal File;OFF-ST-10001580;Office Supplies;Storage;35.952
Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;FUR-BO-10004834;Furniture;Bookcases;23.962.656
"Contico 72""H Heavy-Duty Storage System";OFF-ST-10000934;Office Supplies;Storage;131.136
Sony 64GB Class 10 Micro SDHC R40 Memory Card;TEC-AC-10000158;Technology;Accessories;57.584
Xerox 1974;OFF-PA-10001947;Office Supplies;Paper;9.568
Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;OFF-AR-10003478;Office Supplies;Art;39.072
Staple holder;OFF-AP-10004249;Office Supplies;Appliances;35.91
Sony 64GB Class 10 Micro SDHC R40 Memory Card;TEC-AC-10000158;Technology;Accessories;179.95
Sharp AL-1530CS Digital Copier;TEC-CO-10004115;Technology;Copiers;1.199.976
Wirebound Message Book, 4 per Page;OFF-PA-10003724;Office Supplies;Paper;27.15
Bevis Round Conference Table Top, X-Base;FUR-TA-10002041;Furniture;Tables;1.004.024
"Wirebound Service Call Books, 5 1/2"" x 4""";OFF-PA-10002893;Office Supplies;Paper;9.68
Self-Adhesive Removable Labels;OFF-LA-10003766;Office Supplies;Labels;28.35
Xerox 1908;OFF-PA-10001970;Office Supplies;Paper;55.98
O'Sullivan 4-Shelf Bookcase in Odessa Pine;FUR-BO-10001972;Furniture;Bookcases;1.336.829
Novimex High-Tech Fabric Mesh Task Chair;FUR-CH-10003956;Furniture;Chairs;113.568
Xerox 191;OFF-PA-10000157;Office Supplies;Paper;139.86
Global Deluxe Office Fabric Chairs;FUR-CH-10001891;Furniture;Chairs;307.136
Bulldog Vacuum Base Pencil Sharpener;OFF-AR-10004344;Office Supplies;Art;95.92
Bevis Steel Folding Chairs;FUR-CH-10004886;Furniture;Chairs;383.8
Xerox 1987;OFF-PA-10003845;Office Supplies;Paper;5.78
American Pencil;OFF-AR-10001573;Office Supplies;Art;9.32
White Envelopes, White Envelopes with Clear Poly Window;OFF-EN-10000483;Office Supplies;Envelopes;15.25
KeyTronicÂ 6101 Series -Â KeyboardÂ - Black;TEC-AC-10004114;Technology;Accessories;196.752
Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;FUR-FU-10004712;Furniture;Furnishings;56.56
Crate-A-Files;OFF-ST-10000918;Office Supplies;Storage;32.7
Hon Multipurpose Stacking Arm Chairs;FUR-CH-10000015;Furniture;Chairs;866.4
Coloredge Poster Frame;FUR-FU-10003347;Furniture;Furnishings;28.4
GBC VeloBinder Manual Binding System;OFF-BI-10001543;Office Supplies;Binders;287.92
Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner;TEC-MA-10000029;Technology;Machines;69.99
Design Ebony Sketching Pencil;OFF-AR-10000369;Office Supplies;Art;6.672
GBC ProClick 150 Presentation Binding System;OFF-BI-10004584;Office Supplies;Binders;189.588
ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive;TEC-AC-10004659;Technology;Accessories;
ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive;TEC-AC-10004659;Technology;Accessories;
Woodgrain Magazine Files by Perma;OFF-ST-10000617;Office Supplies;Storage;4.768
Letter Size Cart;OFF-ST-10003306;Office Supplies;Storage;714.3
Insertable Tab Post Binder Dividers;OFF-BI-10000773;Office Supplies;Binders;4.812
Belkin QODE FastFit Bluetooth Keyboard;TEC-AC-10002600;Technology;Accessories;247.8
Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner;TEC-MA-10002937;Technology;Machines;1.007.979
Xerox 1908;OFF-PA-10001970;Office Supplies;Paper;313.488
Xerox 1897;OFF-PA-10002230;Office Supplies;Paper;31.872
Global Deluxe Steno Chair;FUR-CH-10003396;Furniture;Chairs;207.846
Aluminum Document Frame;FUR-FU-10000246;Furniture;Furnishings;12.22
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;OFF-ST-10000060;Office Supplies;Storage;194.94
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;OFF-ST-10003058;Office Supplies;Storage;70.95
"Xerox Color Copier Paper, 11"" x 17"", Ream";OFF-PA-10002222;Office Supplies;Paper;91.36
Office Star - Ergonomically Designed Knee Chair;FUR-CH-10002372;Furniture;Chairs;242.94
Avery 520;OFF-LA-10001317;Office Supplies;Labels;22.05
GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;FUR-FU-10000206;Furniture;Furnishings;2.91
Newell 345;OFF-AR-10000588;Office Supplies;Art;59.52
Fellowes Bankers Box Recycled Super Stor/Drawer;OFF-ST-10001469;Office Supplies;Storage;161.94
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;OFF-AR-10001953;Office Supplies;Art;263.88
50 Colored Long Pencils;OFF-AR-10003156;Office Supplies;Art;30.48
Newell 342;OFF-AR-10004974;Office Supplies;Art;9.84
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;TEC-PH-10002365;Technology;Phones;35.12
Chromcraft Rectangular Conference Tables;FUR-TA-10001539;Furniture;Tables;284.364
Deluxe Rollaway Locking File with Drawer;OFF-ST-10000142;Office Supplies;Storage;665.408
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;TEC-AC-10001772;Technology;Accessories;63.88
Global Geo Office Task Chair, Gray;FUR-CH-10000225;Furniture;Chairs;129.568
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;FUR-CH-10002331;Furniture;Chairs;747.558
Staple envelope;OFF-EN-10001415;Office Supplies;Envelopes;8.928
3M Office Air Cleaner;OFF-AP-10002472;Office Supplies;Appliances;103.92
Logitech G700s Rechargeable Gaming Mouse;TEC-AC-10004571;Technology;Accessories;899.91
Acco D-Ring Binder w/DublLock;OFF-BI-10001098;Office Supplies;Binders;51.312
Eldon Wave Desk Accessories;FUR-FU-10000023;Furniture;Furnishings;23.56
Bush Advantage Collection Racetrack Conference Table;FUR-TA-10001889;Furniture;Tables;1272.63
Poly Designer Cover & Back;OFF-BI-10000315;Office Supplies;Binders;28.485
Premier Electric Letter Opener;OFF-SU-10003505;Office Supplies;Supplies;185.376
Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;OFF-AP-10002578;Office Supplies;Appliances;78.272
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;FUR-FU-10002918;Furniture;Furnishings;254.744
Bush Mission Pointe Library;FUR-BO-10002824;Furniture;Bookcases;2.053.328
Cardinal Hold-It CD Pocket;OFF-BI-10002194;Office Supplies;Binders;4.788
Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;OFF-PA-10004071;Office Supplies;Paper;55.48
SAFCO Boltless Steel Shelving;OFF-ST-10002743;Office Supplies;Storage;340.92
Sauder Mission Library with Doors, Fruitwood Finish;FUR-BO-10001601;Furniture;Bookcases;222.666
Samsung Galaxy Note 3;TEC-PH-10002680;Technology;Phones;703.968
Decoflex Hanging Personal Folder File, Blue;OFF-ST-10001321;Office Supplies;Storage;92.52
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";OFF-PA-10001509;Office Supplies;Paper;62.65
Xerox 1912;OFF-PA-10003465;Office Supplies;Paper;94.85
Cisco SPA525G2 IP Phone - Wireless;TEC-PH-10000149;Technology;Phones;95.76
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;FUR-FU-10002671;Furniture;Furnishings;40.2
Prang Colored Pencils;OFF-AR-10003045;Office Supplies;Art;14.7
Fellowes Strictly Business Drawer File, Letter/Legal Size;OFF-ST-10000689;Office Supplies;Storage;704.25
ImationÂ USB 2.0 SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 4 GB - Pink;TEC-AC-10001445;Technology;Accessories;9.09
Premium Writing Pencils, Soft, #2 by Central Association for the Blind;OFF-AR-10002053;Office Supplies;Art;5.96
Logitech G602 Wireless Gaming Mouse;TEC-AC-10002567;Technology;Accessories;159.98
Alphabetical Labels for Top Tab Filing;OFF-LA-10003923;Office Supplies;Labels;29.6
O'Sullivan Living Dimensions 2-Shelf Bookcases;FUR-BO-10001337;Furniture;Bookcases;514.165
iHome FM Clock Radio with Lightning Dock;TEC-PH-10001924;Technology;Phones;279.96
Apple iPhone 5S;TEC-PH-10001363;Technology;Phones;2.735.952
Square Credit Card Reader;TEC-PH-10000376;Technology;Phones;7.992
Logitech M510 Wireless Mouse;TEC-AC-10000303;Technology;Accessories;63.984
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;OFF-AR-10001953;Office Supplies;Art;70.368
Fellowes Officeware Wire Shelving;OFF-ST-10001809;Office Supplies;Storage;449.15
Colored Envelopes;OFF-EN-10003845;Office Supplies;Envelopes;11.07
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;TEC-AC-10000991;Technology;Accessories;93.98
Balt Solid Wood Rectangular Table;FUR-TA-10001857;Furniture;Tables;189.882
Strathmore #10 Envelopes, Ultimate White;OFF-EN-10001434;Office Supplies;Envelopes;105.42
Clear Mylar Reinforcing Strips;OFF-BI-10002498;Office Supplies;Binders;119.616
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";FUR-FU-10004864;Furniture;Furnishings;255.76
DMI Arturo Collection Mission-style Design Wood Chair;FUR-CH-10002602;Furniture;Chairs;241.568
Deflect-O Glasstique Clear Desk Accessories;FUR-FU-10000073;Furniture;Furnishings;69.3
Vinyl Sectional Post Binders;OFF-BI-10001670;Office Supplies;Binders;22.62
GBC Standard Therm-A-Bind Covers;OFF-BI-10001658;Office Supplies;Binders;14.952
Global Troy Executive Leather Low-Back Tilter;FUR-CH-10001215;Furniture;Chairs;801.568
Storex Flexible Poly Binders with Double Pockets;OFF-BI-10000831;Office Supplies;Binders;2.376
White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;OFF-PA-10000357;Office Supplies;Paper;32.792
Avery Durable Slant Ring Binders, No Labels;OFF-BI-10003274;Office Supplies;Binders;15.92
Rogers Handheld Barrel Pencil Sharpener;OFF-AR-10001662;Office Supplies;Art;2.74
Newell 344;OFF-AR-10003856;Office Supplies;Art;8.34
Personal File Boxes with Fold-Down Carry Handle;OFF-ST-10001228;Office Supplies;Storage;46.74
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;OFF-BI-10003527;Office Supplies;Binders;6354.95
Executive Impressions Supervisor Wall Clock;FUR-FU-10001290;Furniture;Furnishings;126.3
SanDisk Cruzer 32 GB USB Flash Drive;TEC-AC-10002399;Technology;Accessories;38.04
Premium Writing Pencils, Soft, #2 by Central Association for the Blind;OFF-AR-10002053;Office Supplies;Art;7.152
Newell 327;OFF-AR-10003811;Office Supplies;Art;6.63
Newell 317;OFF-AR-10001246;Office Supplies;Art;5.88
Canon Image Class D660 Copier;TEC-CO-10003236;Technology;Copiers;2999.95
Advantus Rolling Storage Box;OFF-ST-10004507;Office Supplies;Storage;51.45
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);OFF-PA-10001667;Office Supplies;Paper;11.96
Tennsco Single-Tier Lockers;OFF-ST-10004459;Office Supplies;Storage;1126.02
Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;TEC-AC-10000171;Technology;Accessories;18.392
Carina Double Wide Media Storage Towers in Natural & Black;OFF-ST-10000736;Office Supplies;Storage;129.568
XtraLife ClearVue Slant-D Ring Binders by Cardinal;OFF-BI-10000285;Office Supplies;Binders;14.112
Balt Solid Wood Rectangular Table;FUR-TA-10001857;Furniture;Tables;210.98
Motorola HK250 Universal Bluetooth Headset;TEC-PH-10003555;Technology;Phones;55.176
ImationÂ 16GB Mini TravelDrive USB 2.0Â Flash Drive;TEC-AC-10003832;Technology;Accessories;66.26
Staples;OFF-FA-10002815;Office Supplies;Fasteners;22.2
